,PORTFOLIOCODE,HISTORYDATE,CURRENCYCODE,CURRENCY,PERFORMANCECATEGORY,PERFORMANCECATEGORYNAME,PERFORMANCETYPE,PERFORMANCEINCEPTIONDATE,PORTFOLIOINCEPTIONDATE,PERFORMANCEFREQUENCY,PERFORMANCEFACTOR
692,PORT003,2025-02-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-11,2024-12-02,D,-0.0030007473429831677
693,PORT003,2025-02-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-11,2024-12-02,D,-0.0030007473429831677
694,PORT003,2025-02-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-12,2024-12-02,D,0.006019557858215396
695,PORT003,2025-02-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-12,2024-12-02,D,0.006019557858215396
696,PORT003,2025-02-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-13,2024-12-02,D,0.0014959205635651784
697,PORT003,2025-02-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-13,2024-12-02,D,0.0014959205635651784
698,PORT003,2025-02-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-14,2024-12-02,D,-0.000746843063885616
699,PORT003,2025-02-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-14,2024-12-02,D,-0.000746843063885616
700,PORT003,2025-02-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-18,2024-12-02,D,0.0
701,PORT003,2025-02-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-18,2024-12-02,D,0.0
702,PORT003,2025-02-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-19,2024-12-02,D,0.0
703,PORT003,2025-02-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-19,2024-12-02,D,0.0
704,PORT003,2025-02-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-20,2024-12-02,D,-0.0014948025106581442
705,PORT003,2025-02-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-20,2024-12-02,D,-0.0014948025106581442
706,PORT003,2025-02-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-21,2024-12-02,D,-0.0007484487623112823
707,PORT003,2025-02-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-21,2024-12-02,D,-0.0007484487623112823
708,PORT003,2025-02-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-24,2024-12-02,D,0.0022471709448661503
709,PORT003,2025-02-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-24,2024-12-02,D,0.0022471709448661503
710,PORT003,2025-02-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-25,2024-12-02,D,0.0014947312345512387
711,PORT003,2025-02-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-25,2024-12-02,D,0.0014947312345512387
712,PORT003,2025-02-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-26,2024-12-02,D,-0.0037312864540238744
713,PORT003,2025-02-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-26,2024-12-02,D,-0.0037312864540238744
714,PORT003,2025-02-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-27,2024-12-02,D,0.0037452610960182486
715,PORT003,2025-02-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-27,2024-12-02,D,0.0037452610960182486
716,PORT003,2025-03-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-28,2024-12-02,D,-0.002238786106359747
717,PORT003,2025-03-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-28,2024-12-02,D,-0.002238786106359747
718,PORT003,2025-03-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-03,2024-12-02,D,-0.002991769797711874
719,PORT003,2025-03-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-03,2024-12-02,D,-0.002991769797711874
720,PORT003,2025-03-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-04,2024-12-02,D,0.0015004094432216064
721,PORT003,2025-03-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-04,2024-12-02,D,0.0015004094432216064
722,PORT003,2025-03-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-05,2024-12-02,D,-0.00449441332600875
723,PORT003,2025-03-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-05,2024-12-02,D,-0.00449441332600875
724,PORT003,2025-03-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-06,2024-12-02,D,0.0007524626719743743
725,PORT003,2025-03-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-06,2024-12-02,D,0.0007524626719743743
726,PORT003,2025-03-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-07,2024-12-02,D,-0.005263206578545732
727,PORT003,2025-03-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-07,2024-12-02,D,-0.005263206578545732
728,PORT003,2025-03-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-10,2024-12-02,D,-0.002267553591020044
729,PORT003,2025-03-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-10,2024-12-02,D,-0.002267553591020044
730,PORT003,2025-03-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-11,2024-12-02,D,0.0007575931080556764
731,PORT003,2025-03-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-11,2024-12-02,D,0.0007575931080556764
732,PORT003,2025-03-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-12,2024-12-02,D,-0.002270986592320945
733,PORT003,2025-03-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-12,2024-12-02,D,-0.002270986592320945
734,PORT003,2025-03-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-13,2024-12-02,D,0.004552311422847399
735,PORT003,2025-03-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-13,2024-12-02,D,0.004552311422847399
736,PORT003,2025-03-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-14,2024-12-02,D,0.003776449516557756
737,PORT003,2025-03-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-14,2024-12-02,D,0.003776449516557756
738,PORT003,2025-03-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-17,2024-12-02,D,-0.0015048535851588385
739,PORT003,2025-03-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-17,2024-12-02,D,-0.0015048535851588385
740,PORT003,2025-03-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-18,2024-12-02,D,0.003767839889658342
741,PORT003,2025-03-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-18,2024-12-02,D,0.003767839889658342
742,PORT003,2025-03-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-19,2024-12-02,D,-0.0007506963541001888
743,PORT003,2025-03-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-19,2024-12-02,D,-0.0007506963541001888
744,PORT003,2025-03-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-20,2024-12-02,D,-0.0007513319734459012
745,PORT003,2025-03-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-20,2024-12-02,D,-0.0007513319734459012
746,PORT003,2025-03-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-21,2024-12-02,D,0.002255618988042496
747,PORT003,2025-03-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-21,2024-12-02,D,0.002255618988042496
748,PORT003,2025-03-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-24,2024-12-02,D,0.0007502047216108032
749,PORT003,2025-03-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-24,2024-12-02,D,0.0007502047216108032
750,PORT003,2025-03-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-25,2024-12-02,D,-0.004497782528515182
751,PORT003,2025-03-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-25,2024-12-02,D,-0.004497782528515182
752,PORT003,2025-03-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-26,2024-12-02,D,0.0007530292984123665
753,PORT003,2025-03-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-26,2024-12-02,D,0.0007530292984123665
754,PORT003,2025-03-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-27,2024-12-02,D,-0.00827687411534872
755,PORT003,2025-03-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-27,2024-12-02,D,-0.00827687411534872
756,PORT003,2025-03-31,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-28,2024-12-02,D,0.0015174130217205928
757,PORT003,2025-03-31,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-28,2024-12-02,D,0.0015174130217205928
758,PORT003,2025-04-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-31,2024-12-02,D,0.002272707076111713
759,PORT003,2025-04-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-31,2024-12-02,D,0.002272707076111713
760,PORT003,2025-04-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-01,2024-12-02,D,0.0007558752250829137
761,PORT003,2025-04-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-01,2024-12-02,D,0.0007558752250829137
762,PORT003,2025-04-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-02,2024-12-02,D,-0.006797594723847222
763,PORT003,2025-04-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-02,2024-12-02,D,-0.006797594723847222
764,PORT003,2025-04-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-03,2024-12-02,D,-0.015969585113223217
765,PORT003,2025-04-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-03,2024-12-02,D,-0.015969585113223217
766,PORT003,2025-04-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-04,2024-12-02,D,-0.009273561781330986
767,PORT003,2025-04-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-04,2024-12-02,D,-0.009273561781330986
768,PORT003,2025-04-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-07,2024-12-02,D,-0.005460194734051349
769,PORT003,2025-04-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-07,2024-12-02,D,-0.005460194734051349
770,PORT003,2025-04-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-08,2024-12-02,D,0.0203921748142617
771,PORT003,2025-04-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-08,2024-12-02,D,0.0203921748142617
772,PORT003,2025-04-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-09,2024-12-02,D,-0.009223665138197723
773,PORT003,2025-04-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-09,2024-12-02,D,-0.009223665138197723
774,PORT003,2025-04-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-10,2024-12-02,D,0.005430542510457048
775,PORT003,2025-04-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-10,2024-12-02,D,0.005430542510457048
776,PORT003,2025-04-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-11,2024-12-02,D,0.006172833601125083
777,PORT003,2025-04-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-11,2024-12-02,D,0.006172833601125083
778,PORT003,2025-04-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-14,2024-12-02,D,0.0015337774403512139
779,PORT003,2025-04-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-14,2024-12-02,D,0.0015337774403512139
780,PORT003,2025-04-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-15,2024-12-02,D,-0.003062784116985573
781,PORT003,2025-04-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-15,2024-12-02,D,-0.003062784116985573
782,PORT003,2025-04-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-16,2024-12-02,D,0.0007679934605191452
783,PORT003,2025-04-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-16,2024-12-02,D,0.0007679934605191452
784,PORT003,2025-04-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-17,2024-12-02,D,-0.0053721946476400495
785,PORT003,2025-04-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-17,2024-12-02,D,-0.0053721946476400495
786,PORT003,2025-04-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-21,2024-12-02,D,0.006944456197760962
787,PORT003,2025-04-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-21,2024-12-02,D,0.006944456197760962
788,PORT003,2025-04-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-22,2024-12-02,D,0.00459766015827201
789,PORT003,2025-04-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-22,2024-12-02,D,0.00459766015827201
790,PORT003,2025-04-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-23,2024-12-02,D,0.007627794362206064
791,PORT003,2025-04-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-23,2024-12-02,D,0.007627794362206064
792,PORT003,2025-04-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-24,2024-12-02,D,0.0030280061875487263
793,PORT003,2025-04-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-24,2024-12-02,D,0.0030280061875487263
794,PORT003,2025-04-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-25,2024-12-02,D,0.002264130790278651
795,PORT003,2025-04-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-25,2024-12-02,D,0.002264130790278651
796,PORT003,2025-04-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-28,2024-12-02,D,0.0022590878952370996
797,PORT003,2025-04-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-28,2024-12-02,D,0.0022590878952370996
798,PORT003,2025-04-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-29,2024-12-02,D,0.0007512603224852921
799,PORT003,2025-04-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-29,2024-12-02,D,0.0007512603224852921
800,PORT003,2025-05-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-30,2024-12-02,D,-0.0007506963541001888
801,PORT003,2025-05-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-30,2024-12-02,D,-0.0007506963541001888
802,PORT003,2025-05-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-01,2024-12-02,D,0.0022539242693768724
803,PORT003,2025-05-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-01,2024-12-02,D,0.0022539242693768724
804,PORT003,2025-05-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-02,2024-12-02,D,-0.0014992846727810427
805,PORT003,2025-05-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-02,2024-12-02,D,-0.0014992846727810427
806,PORT003,2025-05-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-05,2024-12-02,D,-0.0007506963541001888
807,PORT003,2025-05-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-05,2024-12-02,D,-0.0007506963541001888
808,PORT003,2025-05-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-06,2024-12-02,D,0.0
809,PORT003,2025-05-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-06,2024-12-02,D,0.0
810,PORT003,2025-05-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-07,2024-12-02,D,0.0
811,PORT003,2025-05-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-07,2024-12-02,D,0.0
812,PORT003,2025-05-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-08,2024-12-02,D,0.0007512603224852921
813,PORT003,2025-05-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-08,2024-12-02,D,0.0007512603224852921
814,PORT003,2025-05-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-09,2024-12-02,D,0.004504536110463642
815,PORT003,2025-05-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-09,2024-12-02,D,0.004504536110463642
816,PORT003,2025-05-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-12,2024-12-02,D,0.0022421324898804773
817,PORT003,2025-05-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-12,2024-12-02,D,0.0022421324898804773
818,PORT003,2025-05-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-13,2024-12-02,D,-0.0014913873465266514
819,PORT003,2025-05-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-13,2024-12-02,D,-0.0014913873465266514
820,PORT003,2025-05-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-14,2024-12-02,D,0.004480915937564056
821,PORT003,2025-05-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-14,2024-12-02,D,0.004480915937564056
822,PORT003,2025-05-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-15,2024-12-02,D,0.0014870229031449522
823,PORT003,2025-05-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-15,2024-12-02,D,0.0014870229031449522
824,PORT003,2025-05-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-16,2024-12-02,D,0.0014847441494347802
825,PORT003,2025-05-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-16,2024-12-02,D,0.0014847441494347802
826,PORT003,2025-05-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-19,2024-12-02,D,-0.0014825429524597533
827,PORT003,2025-05-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-19,2024-12-02,D,-0.0014825429524597533
828,PORT003,2025-05-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-20,2024-12-02,D,-0.00668152567214042
829,PORT003,2025-05-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-20,2024-12-02,D,-0.00668152567214042
830,PORT003,2025-05-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-21,2024-12-02,D,0.0007474012553290166
831,PORT003,2025-05-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-21,2024-12-02,D,0.0007474012553290166
832,PORT003,2025-05-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-22,2024-12-02,D,0.0
833,PORT003,2025-05-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-22,2024-12-02,D,0.0
834,PORT003,2025-05-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-23,2024-12-02,D,0.008215060034117094
835,PORT003,2025-05-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-23,2024-12-02,D,0.008215060034117094
836,PORT003,2025-05-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-27,2024-12-02,D,-0.0029629601372612724
837,PORT003,2025-05-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-27,2024-12-02,D,-0.0029629601372612724
838,PORT003,2025-05-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-28,2024-12-02,D,0.002228806306550535
839,PORT003,2025-05-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-28,2024-12-02,D,0.002228806306550535
840,PORT003,2025-05-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-29,2024-12-02,D,0.0014826136473695684
841,PORT003,2025-05-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-29,2024-12-02,D,0.0014826136473695684
842,PORT003,2025-06-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-30,2024-12-02,D,0.0007402093791573083
843,PORT003,2025-06-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-30,2024-12-02,D,0.0007402093791573083
844,PORT003,2025-06-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-02,2024-12-02,D,0.0007395913364616202
845,PORT003,2025-06-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-02,2024-12-02,D,0.0007395913364616202
846,PORT003,2025-06-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-03,2024-12-02,D,0.002956390439206924
847,PORT003,2025-06-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-03,2024-12-02,D,0.002956390439206924
848,PORT003,2025-06-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-04,2024-12-02,D,-0.0022107393991050994
849,PORT003,2025-06-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-04,2024-12-02,D,-0.0022107393991050994
850,PORT003,2025-06-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-05,2024-12-02,D,0.0
851,PORT003,2025-06-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-05,2024-12-02,D,0.0
852,PORT003,2025-06-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-06,2024-12-02,D,0.0014771386868552838
853,PORT003,2025-06-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-06,2024-12-02,D,0.0014771386868552838
854,PORT003,2025-06-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-09,2024-12-02,D,0.0029498496028923515
855,PORT003,2025-06-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-09,2024-12-02,D,0.0029498496028923515
856,PORT003,2025-06-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-10,2024-12-02,D,0.0
857,PORT003,2025-06-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-10,2024-12-02,D,0.0
858,PORT003,2025-06-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-11,2024-12-02,D,0.0036764143866254706
859,PORT003,2025-06-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-11,2024-12-02,D,0.0036764143866254706
860,PORT003,2025-06-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-12,2024-12-02,D,-0.0058608004352946885
861,PORT003,2025-06-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-12,2024-12-02,D,-0.0058608004352946885
862,PORT003,2025-06-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-13,2024-12-02,D,0.0014738731181622722
863,PORT003,2025-06-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-13,2024-12-02,D,0.0014738731181622722
864,PORT003,2025-06-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-16,2024-12-02,D,-0.0007358520065896546
865,PORT003,2025-06-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-16,2024-12-02,D,-0.0007358520065896546
866,PORT003,2025-06-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-17,2024-12-02,D,0.0007363938835065476
867,PORT003,2025-06-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-17,2024-12-02,D,0.0007363938835065476
868,PORT003,2025-06-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-18,2024-12-02,D,-0.0014717040131794201
869,PORT003,2025-06-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-18,2024-12-02,D,-0.0014717040131794201
870,PORT003,2025-06-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-20,2024-12-02,D,0.0036846125172673716
871,PORT003,2025-06-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-20,2024-12-02,D,0.0036846125172673716
872,PORT003,2025-06-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-23,2024-12-02,D,0.0
873,PORT003,2025-06-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-23,2024-12-02,D,0.0
874,PORT003,2025-06-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-24,2024-12-02,D,0.005139478370953299
875,PORT003,2025-06-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-24,2024-12-02,D,0.005139478370953299
876,PORT003,2025-06-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-25,2024-12-02,D,0.004382791925185758
877,PORT003,2025-06-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-25,2024-12-02,D,0.004382791925185758
878,PORT003,2025-06-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-26,2024-12-02,D,0.0007272893732244157
879,PORT003,2025-06-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-26,2024-12-02,D,0.0007272893732244157
880,PORT003,2025-06-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-27,2024-12-02,D,-0.004360495539146858
881,PORT003,2025-06-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-27,2024-12-02,D,-0.004360495539146858
882,PORT003,2025-07-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-06-30,2024-12-02,D,-0.0007299437241651274
883,PORT003,2025-07-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-06-30,2024-12-02,D,-0.0007299437241651274
884,PORT003,2025-07-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-07-01,2024-12-02,D,0.0007304769312166393
885,PORT003,2025-07-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-07-01,2024-12-02,D,0.0007304769312166393
886,PORT003,2025-07-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-07-02,2024-12-02,D,0.0007299437241650164
